id,email,email2,id2,sentiment,date
64,96,13,36,798,1951-04-24
22,34,33,24,674,1945-06-20
3,66,33,28,794,2012-07-26
32,93,67,70,858,1970-03-27
90,46,48,27,26,1990-11-29
81,97,91,75,211,1992-07-20
63,43,10,87,246,1947-05-28
92,76,54,29,794,2013-10-16
62,86,39,66,66,1926-11-03
5,7,75,45,525,1926-02-28
95,88,38,23,561,1927-04-13
86,38,64,52,700,1912-07-04
40,83,86,66,329,1945-10-14
1,89,18,55,590,1999-10-06
60,17,4,4,446,1915-02-17
22,65,76,58,100,1971-08-20
98,32,33,44,211,1939-09-11
34,18,91,58,934,2008-06-09
4,83,23,4,976,1945-01-06
24,13,45,10,84,1928-01-01
61,50,76,66,752,1988-08-18
9,12,49,63,612,1982-09-24
100,75,1,53,169,1985-08-26
95,33,56,5,338,1949-11-20
69,33,15,26,166,1950-07-21
66,37,9,92,974,1943-10-29
87,71,83,18,98,1989-04-16
22,79,52,95,819,2006-03-21
55,33,4,95,562,2015-10-06
96,25,82,38,11,1901-07-23
15,87,74,15,948,1939-11-06
2,84,94,14,172,1955-12-02
21,33,77,12,338,1998-01-16
93,95,26,24,42,1990-09-08
82,81,73,77,713,1962-02-15
89,79,5,79,164,1915-03-01
12,48,22,16,175,1937-09-25
75,62,75,75,876,1951-08-05
84,86,43,50,337,1926-06-19
21,85,4,14,574,1911-05-18
78,72,59,39,449,1994-08-06
19,4,70,10,217,2016-10-19
58,11,61,37,368,1936-02-19
16,37,79,91,89,1916-09-27
100,34,52,2,16,1942-11-02
7,37,4,92,791,1946-01-06
90,54,9,29,487,1916-01-30
14,58,39,58,102,1939-07-01
18,74,22,29,39,1960-07-24
7,82,94,33,868,1966-04-25
39,68,32,91,764,1911-07-28
46,21,37,11,440,1966-01-09
90,19,92,41,674,2012-04-04
1,56,6,27,264,1922-06-25
48,14,51,16,649,1901-07-23
29,9,94,12,87,1941-01-09
8,32,58,81,210,2017-03-19
64,3,24,83,198,2006-02-22
47,70,53,39,290,1937-10-15
27,36,19,20,236,1983-02-08
41,80,24,89,661,2001-12-12
87,25,100,77,708,1974-07-03
69,85,31,17,855,1947-01-22
91,5,73,25,61,1947-06-20
60,99,85,40,943,1922-02-01
63,73,7,46,364,1924-08-17
99,67,22,62,670,1978-09-21
58,89,87,7,518,1985-09-18
24,54,49,19,385,1927-04-09
8,96,77,26,84,1971-03-27
12,15,92,88,630,1908-11-05
48,13,75,71,364,1938-11-28
93,25,5,75,575,1995-06-17
63,4,10,76,477,1990-09-06
62,74,74,49,823,1972-09-21
72,78,11,87,568,1917-01-20
79,20,36,5,713,1967-03-03
41,85,33,20,114,1909-02-06
33,46,89,66,143,1925-04-29
93,6,11,41,863,1964-03-23
43,73,88,82,872,1917-10-04
72,65,54,97,141,1960-05-25
66,88,82,4,387,2006-08-29
79,62,48,70,479,1996-09-30
3,1,58,76,728,1926-07-02
52,84,54,24,278,1921-12-17
15,56,99,61,164,1923-11-25
86,68,13,93,889,1969-01-07
43,24,59,97,902,1969-09-14
84,2,63,34,431,1910-07-13
53,99,22,98,617,2012-06-27
21,31,2,13,575,1924-07-22
49,45,27,47,362,1926-01-24
14,41,22,68,413,1958-07-06
1,19,77,45,18,1905-08-19
29,14,33,42,863,1977-03-03
6,77,59,45,623,1924-12-04
40,29,25,5,840,1919-12-11
16,85,90,65,362,1995-05-02
46,4,89,43,625,1904-11-11
23,1,16,73,484,1939-12-20
82,85,11,22,156,1950-11-28
13,24,34,56,693,1963-09-04
28,27,15,13,188,2002-12-20
2,99,79,84,366,1985-06-24
81,50,91,43,585,1957-10-21
64,56,9,25,100,2006-04-26
90,63,33,13,795,1966-10-29
33,45,30,72,612,1902-05-11
3,96,71,57,471,1989-07-16
23,58,90,13,665,2019-08-13
16,64,47,84,880,1969-12-19
15,15,35,56,550,1956-05-09
18,42,14,96,807,1933-08-03
62,41,2,79,533,1932-11-07
17,36,97,3,229,1902-07-19
45,91,96,49,594,1968-06-23
38,25,37,40,686,1952-07-16
16,59,93,37,165,1968-11-15
13,65,93,91,50,1974-05-15
32,58,60,86,915,2017-02-28
100,37,28,16,693,1916-07-22
10,79,93,77,541,1923-05-30
86,78,41,21,148,1946-04-11
20,36,7,35,196,2012-12-02
29,4,41,27,512,1940-06-02
50,22,75,91,207,1991-01-07
12,63,36,8,682,1918-12-31
77,12,40,49,106,1984-04-16
26,49,48,94,522,1939-10-03
68,44,68,67,513,1951-05-27
35,100,30,64,776,1967-09-04
15,90,32,66,758,1917-02-09
78,95,75,100,218,1944-05-03
2,79,42,94,821,1921-04-03
68,27,2,43,706,1936-05-21
82,14,82,27,770,1972-06-17
41,71,65,90,84,1913-03-26
42,36,96,54,277,1905-02-20
59,22,73,94,5,1959-08-28
68,6,18,22,315,1929-08-10
74,27,94,25,332,1970-01-21
31,25,40,28,602,1935-10-03
69,25,78,8,756,1973-11-08
30,17,73,21,279,1930-11-05
47,97,34,3,300,1980-11-27
41,77,6,64,447,1993-07-04
93,64,73,63,883,1967-11-09
10,67,82,73,35,1981-03-15
62,27,21,61,363,1934-10-21
43,58,39,85,272,1954-08-19
76,81,58,54,568,1918-06-10
90,31,45,13,505,1964-01-06
97,25,42,38,826,1944-11-16
4,31,1,84,589,1968-06-24
20,36,38,54,29,1926-12-10
80,82,52,87,195,1918-10-17
36,51,19,81,7,1973-05-15
56,67,8,55,29,1926-12-13
89,10,84,8,755,2015-09-21
74,30,6,99,232,1986-05-29
67,37,83,28,526,1939-07-08
88,35,59,66,460,1984-11-11
39,94,5,42,112,1953-07-18
77,91,20,54,91,1963-10-04
26,92,14,80,803,1964-05-18
59,6,66,68,288,1981-06-22
63,4,31,95,475,1961-07-19
27,96,93,54,727,1924-08-23
26,35,91,81,656,1940-11-25
29,48,75,52,556,2016-12-17
38,77,47,74,808,1934-06-01
46,82,2,73,199,1905-09-30
4,27,61,54,911,1926-12-11
48,27,83,64,668,1912-10-29
95,87,1,81,250,2013-05-15
7,77,60,70,799,1982-07-30
93,96,80,78,671,1947-11-15
21,47,60,40,493,1998-01-29
35,98,91,73,891,1941-12-05
27,22,22,22,908,1954-03-11
5,11,42,33,443,1953-01-25
79,50,17,44,958,1947-06-10
100,82,53,22,867,1940-09-17
73,60,3,62,932,1963-10-01
9,52,11,68,49,1953-06-20
63,49,46,41,124,1910-09-28
69,90,98,4,129,1907-12-19
81,38,87,9,570,1988-10-30
89,64,91,58,842,1993-01-25
38,93,35,42,158,1974-08-08
1,7,100,92,972,2014-02-16
33,37,17,54,489,1998-02-18
43,9,6,34,646,1904-03-28
90,67,13,77,362,2002-04-26
40,49,50,81,196,1986-12-29
19,3,15,28,577,1918-04-06
44,77,85,74,258,1914-07-04
94,37,89,62,929,1988-01-10
42,39,39,67,583,1940-08-11
24,53,65,93,27,2004-11-22
14,21,14,23,991,1948-11-14
51,46,56,60,856,1994-02-05
35,44,28,57,912,1969-10-10
14,89,12,97,518,1969-07-01
18,26,28,38,36,1963-01-20
94,81,19,88,624,2018-10-11
4,12,18,26,329,1919-02-19
68,57,55,94,174,1927-03-26
95,32,20,58,591,1933-12-25
40,78,35,50,331,2011-01-11
53,14,64,72,391,1934-01-26
50,56,5,59,267,1985-03-29
45,27,51,68,401,1930-02-17
2,82,48,94,208,1904-04-20
98,98,46,27,636,1999-07-16
82,34,9,15,552,1983-02-07
54,56,28,51,934,1926-02-26
37,63,87,6,22,1917-04-20
27,20,78,76,320,1976-12-09
38,20,49,99,157,1907-08-19
90,44,63,79,837,1981-06-16
50,29,90,65,952,1959-09-08
58,69,13,6,809,1946-02-24
59,47,37,76,708,1948-03-02
62,95,70,36,509,1922-01-08
90,86,43,90,289,1903-10-16
79,91,71,1,852,1963-08-06
8,79,36,100,647,1900-09-27
69,73,81,14,718,1980-05-13
90,80,73,76,504,1920-12-09
99,33,26,39,257,1919-08-18
65,17,40,97,723,1933-08-14
65,2,55,39,332,1912-04-05
45,17,19,48,366,1956-06-19
95,29,1,84,735,1977-10-13
14,68,89,95,142,1979-09-19
54,41,79,54,659,1978-11-07
34,65,47,56,776,1972-02-17
29,84,3,79,765,1920-08-10
57,47,73,89,636,2007-07-26
38,60,27,55,732,1919-06-29
34,79,80,25,307,1964-05-31
74,69,21,81,369,1914-12-29
80,45,17,82,161,1971-12-03
27,93,82,28,817,2001-06-23
92,93,84,76,710,1925-01-29
23,91,47,24,900,1949-04-30
37,27,36,75,334,1928-03-02
40,70,88,48,87,1923-07-24
94,62,4,82,691,1943-01-07
19,69,58,77,29,1938-06-06
49,51,54,45,420,2018-04-12
77,6,6,81,564,1963-08-02
36,11,33,81,769,1979-11-22
94,99,6,75,456,1932-07-01
62,100,26,10,976,1919-08-28
94,46,89,87,820,2016-10-28
5,5,66,65,211,1928-08-27
93,90,24,51,862,1924-11-30
42,33,36,62,489,1952-07-06
25,30,79,1,411,1901-09-04
23,93,65,96,754,1948-04-18
24,53,60,55,618,1944-03-23
88,27,66,74,248,1918-06-15
62,76,88,32,665,1913-12-04
8,91,81,24,820,1980-01-01
13,27,55,43,548,2016-10-02
52,66,43,94,670,1963-09-29
19,68,59,40,150,1985-03-23
58,33,92,6,599,2013-05-22
3,63,3,97,293,2019-11-30
72,13,79,82,899,1954-05-03
74,33,66,19,975,1998-06-09
9,82,96,17,774,1948-05-31
8,47,95,12,470,1902-03-08
61,21,9,99,501,1923-07-29
35,12,28,91,243,1925-11-25
26,81,86,71,439,2006-09-08
95,60,84,18,132,1925-06-23
43,47,21,81,257,1965-12-05
78,85,66,13,663,1976-04-19
9,4,12,79,216,1917-04-14
23,6,27,80,528,2014-11-15
43,61,10,64,806,1922-03-29
59,19,53,31,608,1909-07-29
32,85,9,67,690,1986-02-01
88,38,9,65,667,1907-09-17
97,9,70,36,995,1992-10-19
5,26,47,64,53,1940-01-04
61,82,82,77,495,1985-04-10
69,45,25,80,778,1913-11-15
35,26,41,34,486,1949-08-20
81,9,46,54,170,2004-12-30
96,10,97,48,888,1961-02-10
88,21,60,90,642,1978-05-08
75,40,59,32,349,1959-11-05
85,51,72,93,244,1948-08-20
29,12,83,12,969,1928-08-10
5,78,82,18,779,1933-07-29
27,53,24,65,481,1989-04-29
6,42,73,18,854,1977-04-19
46,4,93,70,626,1902-10-13
43,72,62,63,56,1927-05-25
53,37,65,66,243,2009-04-21
78,42,10,17,739,1984-01-18
41,75,56,75,627,1937-07-02
22,37,43,53,487,2014-01-16
100,72,41,85,494,1996-03-31
90,32,69,57,337,1930-01-30
17,85,76,32,559,1924-03-20
9,71,4,39,917,1973-03-30
1,39,29,87,442,1973-09-09
91,95,66,32,269,1956-10-04
53,60,70,33,160,2009-08-02
90,28,15,22,104,1937-03-29
13,9,20,83,65,1914-01-08
73,97,2,39,542,1953-07-26
99,29,71,50,348,1958-01-22
80,57,95,29,266,1953-01-13
39,10,72,30,314,1967-01-06
33,15,71,24,892,1996-11-19
83,21,86,21,921,2006-05-14
91,85,42,12,103,1957-02-20
70,30,71,99,50,1938-04-29
56,22,58,80,770,1917-02-20
37,16,59,12,627,1938-12-12
47,22,43,69,459,2016-11-21
34,52,55,4,701,1931-12-09
71,25,77,52,170,2010-02-22
11,36,61,98,864,2005-05-26
60,95,54,12,643,1908-08-26
40,66,89,97,623,1957-10-08
13,10,19,31,370,1988-05-12
51,51,1,30,508,1965-03-15
93,1,48,61,749,2002-10-11
75,71,57,66,203,1945-05-12
11,55,24,35,357,1993-05-30
33,9,3,8,99,1925-09-01
38,2,74,57,481,2012-11-17
84,80,92,78,30,1970-03-22
22,9,8,99,187,2015-09-20
84,68,11,8,730,2006-03-09
30,41,55,68,817,1945-12-18
61,2,65,42,432,2019-12-30
14,65,13,12,373,1945-10-27
8,64,76,90,958,1918-08-22
63,48,82,40,429,1977-07-07
41,34,86,34,889,1995-06-18
79,5,75,48,530,1904-07-05
13,31,44,26,602,2001-05-15
38,47,92,1,844,1944-07-05
26,74,80,21,803,2011-05-23
13,28,31,82,217,1992-12-12
55,68,79,58,430,1941-10-12
47,82,32,66,321,1924-10-25
45,44,50,99,252,1903-02-10
100,1,97,87,422,1964-03-05
56,60,41,16,876,1976-04-10
55,72,8,22,478,1969-12-26
50,12,42,25,875,1921-07-13
34,51,91,97,310,1924-08-18
34,2,16,56,951,2005-05-20
2,11,87,68,205,1914-07-08
64,50,7,73,135,1906-10-09
17,58,63,11,262,1902-07-18
98,28,96,2,152,1906-08-06
56,52,25,32,230,1982-01-01
14,9,3,65,601,1902-07-25
26,8,25,12,646,2005-11-13
51,61,22,68,182,1906-12-06
29,28,12,76,43,2000-08-16
59,29,38,2,975,1905-12-15
96,25,4,23,329,1938-04-19
65,55,44,98,25,1953-09-16
30,47,62,63,853,1938-03-19
91,38,6,47,336,1993-01-05
36,44,63,84,998,2000-02-09
76,39,90,89,71,1905-05-05
76,14,65,14,920,1966-08-14
77,69,36,100,809,2018-09-04
79,57,61,71,914,2018-08-02
21,80,32,5,794,1983-04-08
45,29,13,80,189,1909-06-16
1,40,85,93,274,2006-12-18
59,43,77,98,313,1977-08-30
2,69,90,42,79,1997-08-20
92,58,87,31,642,1941-04-28
54,28,20,8,182,2012-05-19
79,55,65,38,185,1931-04-07
3,29,34,19,760,1943-12-21
4,93,40,40,434,1985-02-27
71,43,47,3,13,1957-08-11
34,48,99,1,341,1902-01-31
49,8,3,61,702,1970-05-30
38,97,6,91,368,1920-07-24
68,23,88,9,200,1971-05-13
69,78,39,81,22,1918-11-24
79,10,43,72,82,2001-10-26
100,65,96,57,865,1919-09-05
16,37,97,38,288,1939-06-07
16,68,5,91,247,1940-05-24
89,76,3,43,721,1949-09-25
88,49,63,68,943,1941-08-10
17,32,45,50,161,2003-06-11
39,6,51,13,36,1948-06-11
94,97,91,9,675,1917-06-09
55,4,69,48,103,1995-04-24
74,50,67,40,465,2008-04-02
59,97,52,97,897,1956-06-22
75,14,16,96,321,1967-06-20
81,94,3,17,353,2017-04-26
45,75,72,68,89,1983-11-30
23,42,91,99,824,2010-10-27
68,46,96,10,140,2015-12-22
10,46,64,89,124,1944-04-12
20,63,14,67,972,1922-12-14
9,9,96,8,592,2004-03-11
60,46,66,97,658,1960-12-02
56,24,38,99,623,1999-03-23
13,42,54,45,705,2004-07-18
68,50,35,4,214,1945-04-15
61,62,66,98,108,1990-02-21
12,67,44,99,868,1990-10-23
55,31,98,29,412,1953-01-07
12,84,26,100,589,1925-11-11
45,85,7,4,859,2008-11-17
20,2,3,91,877,2002-09-02
92,20,21,78,101,2012-09-08
45,65,96,61,453,1935-05-24
62,76,63,97,356,1995-12-24
73,95,57,81,906,1989-02-19
94,91,8,57,785,1943-07-03
95,49,18,84,284,1900-11-22
93,46,37,53,929,1937-03-13
2,90,72,90,47,1942-04-01
33,99,55,55,52,1939-02-20
85,6,14,40,185,2010-03-14
53,77,3,11,428,1929-11-22
49,51,93,97,732,1994-04-09
3,96,22,100,446,2013-10-23
71,43,36,29,457,2012-08-05
48,30,98,90,940,1959-06-30
26,10,10,62,609,1999-08-23
61,84,39,24,865,1908-09-24
18,83,64,5,173,1952-07-12
18,80,71,52,174,1980-11-01
74,23,87,6,186,1985-06-02
83,9,32,32,640,1997-02-28
82,76,34,93,932,1924-07-21
3,91,33,68,332,2002-10-13
42,57,37,18,166,2001-06-29
17,64,99,98,816,1998-10-22
93,34,8,81,605,1959-03-12
15,96,15,74,668,1981-07-24
24,16,55,39,729,2015-01-09
70,83,62,42,439,1948-01-14
7,6,80,66,975,1907-06-14
33,38,19,59,571,1991-05-27
77,52,74,45,180,2012-11-25
68,4,76,35,291,1922-09-16
96,96,57,68,945,1937-11-23
46,81,8,71,491,1996-07-06
47,94,2,9,29,1988-07-27
89,73,22,8,229,1907-10-22
83,20,46,27,725,2011-02-06
51,2,88,50,892,1963-05-25
90,23,14,39,293,1918-03-01
12,7,77,3,679,1954-02-21
74,50,14,84,483,1918-03-10
14,16,28,98,477,1940-06-20
95,97,75,21,825,1978-12-28
8,43,6,13,583,1948-10-09
60,26,99,29,34,1989-08-29
8,42,89,50,216,1965-12-14
24,85,95,15,228,1954-05-29
3,59,70,93,298,1915-11-14
23,7,63,63,933,2003-10-01
93,29,91,7,194,1938-03-01
14,86,73,46,901,1933-01-18
29,90,64,6,128,1935-03-25
59,56,93,91,302,1915-01-18
13,24,11,84,889,1963-10-09
36,91,96,71,681,1936-09-17
100,15,29,13,326,1921-09-15
29,17,45,34,36,1925-01-29
93,4,75,55,118,1943-07-11
71,33,62,80,243,2010-03-29
60,46,97,44,292,1978-08-02
5,97,57,28,45,1969-03-17
16,91,13,30,971,1927-01-23
36,90,11,37,875,2015-05-30
48,13,44,42,441,1933-09-08
51,1,60,29,51,1993-08-15
21,77,83,93,389,1990-12-04
1,2,11,70,836,1993-12-24
34,22,72,16,741,2000-08-02
61,89,43,26,91,2002-07-08
71,54,49,62,78,1925-04-02
28,44,29,61,189,1946-01-15
58,17,99,39,53,1958-11-06
42,78,20,26,440,2007-06-13
84,53,51,59,135,1907-06-18
20,94,57,67,616,1982-09-20
16,37,42,21,2,1926-07-17
11,94,16,87,324,1952-01-30
54,49,57,89,342,1933-07-24
74,77,17,65,112,1995-02-07
24,42,83,7,711,1949-09-04
33,6,63,95,527,1984-07-02
97,15,29,41,350,1974-09-03
51,74,31,49,95,1994-05-29
66,17,18,5,564,1952-10-29
99,69,60,51,683,2008-02-16
63,94,96,96,291,1972-05-18
50,74,82,32,275,1933-01-08
27,38,41,90,199,1965-08-05
9,25,52,94,367,1933-06-08
40,60,62,16,54,2017-04-18
62,62,45,76,170,1943-12-08
24,45,69,13,929,1992-04-11
68,79,64,50,775,1999-06-06
87,7,39,66,937,1969-06-15
2,17,53,17,675,2001-12-18
15,32,3,19,81,1989-08-03
82,89,54,50,800,1996-11-03
96,38,26,61,309,1936-07-16
83,1,1,33,814,2005-04-29
65,89,52,69,138,1910-07-28
24,16,100,44,782,1948-02-23
96,6,93,40,108,1939-06-23
84,97,8,28,639,1975-12-08
65,25,47,23,107,1908-04-16
18,11,48,77,511,1940-05-14
47,90,57,12,644,1914-05-06
85,62,33,100,49,1917-03-25
27,28,31,74,920,1966-04-17
85,67,53,14,612,1990-12-05
83,3,47,86,310,1902-10-01
51,36,33,82,64,1949-01-12
77,93,45,19,173,1924-01-15
22,37,21,87,39,2003-12-08
6,71,20,87,721,1983-01-02
60,1,34,88,201,1966-07-22
55,20,31,26,945,1999-03-13
74,94,51,69,453,2016-04-18
2,83,52,51,923,1979-06-04
5,8,87,36,773,1995-09-28
80,72,58,42,744,1925-03-14
11,22,94,69,586,1991-07-16
50,55,22,3,154,1986-10-18
95,70,68,39,894,2003-01-02
82,9,41,80,852,1965-12-25
90,11,27,56,536,1910-02-17
74,67,61,96,511,1918-08-10
20,39,36,82,892,1907-03-07
53,30,94,89,861,1949-10-16
30,93,38,64,562,1960-10-04
35,83,30,4,140,1953-11-07
60,51,7,25,346,1989-07-03
92,47,67,75,416,1974-08-21
100,32,1,2,907,1942-07-07
19,53,73,15,673,1926-04-25
75,36,43,55,257,1999-03-06
83,26,33,52,867,1953-05-18
43,64,82,98,937,1968-03-24
97,32,52,40,331,1907-07-10
51,75,100,65,71,2016-08-22
81,31,34,38,798,1949-08-05
58,51,31,74,623,1955-07-04
91,89,56,69,179,1973-10-27
66,40,52,28,953,1915-10-05
74,92,29,2,384,2000-05-18
4,60,95,17,801,1969-10-24
67,3,79,31,145,1901-08-31
31,76,84,93,641,2011-05-13
78,50,95,74,775,1928-09-18
19,12,57,3,463,1955-05-10
35,26,82,22,671,1982-06-05
9,36,10,87,649,1958-07-31
11,69,35,26,186,1995-10-20
64,28,31,31,325,1921-01-27
73,49,87,44,508,1966-09-28
27,62,15,89,716,1973-10-06
38,29,44,70,733,2005-08-17
1,15,7,70,128,1933-08-21
11,84,54,73,183,1957-12-15
52,81,64,40,912,1917-11-10
61,64,97,7,207,1970-06-11
33,4,69,12,707,1956-10-29
73,68,17,2,873,2005-04-14
68,4,54,53,970,1951-01-03
62,43,91,95,150,1953-05-15
85,52,40,9,730,1904-08-14
32,47,83,50,198,1950-10-29
22,59,92,35,312,1995-02-06
15,92,61,64,154,2001-05-12
42,7,61,57,242,1990-03-29
87,55,12,41,548,1980-07-19
48,78,12,26,162,1954-10-05
60,94,97,83,881,1999-08-19
11,72,14,27,858,1969-04-03
48,50,7,24,517,1983-08-02
55,18,12,78,547,1914-09-21
82,54,42,35,948,1960-09-21
20,83,59,4,99,1957-05-24
16,73,31,83,848,1993-07-02
27,23,13,80,891,2004-01-22
46,84,99,55,620,2016-04-02
5,83,72,87,690,2009-12-12
23,40,72,78,863,1983-04-15
80,6,31,55,731,1993-03-09
67,21,3,65,194,1938-03-08
54,12,6,3,275,1905-05-19
9,28,50,72,736,1966-06-22
42,59,56,72,183,2004-08-13
56,5,19,40,341,1990-12-07
94,76,95,60,922,1935-04-12
61,23,64,29,613,1979-07-16
38,41,56,49,535,1994-11-22
48,24,94,92,633,1993-11-20
96,83,84,98,353,1924-05-14
49,79,80,20,564,1984-01-17
68,14,80,45,5,1946-10-19
87,49,26,8,734,1937-07-30
63,68,86,75,722,1970-03-29
63,15,16,17,532,1943-08-28
14,62,70,23,640,1996-04-25
76,64,21,34,182,2002-08-30
14,45,88,27,197,1960-10-17
82,77,16,27,21,1972-12-19
98,66,52,69,260,1991-08-13
81,41,74,96,619,1957-05-10
18,8,12,92,94,1961-12-10
69,46,1,94,463,1900-04-25
11,22,87,51,918,1972-01-03
83,53,3,11,756,1986-06-09
77,38,40,5,258,1954-10-17
57,26,95,73,970,1911-06-19
31,44,18,69,213,1937-05-31
42,43,50,27,208,1938-03-16
98,66,75,9,682,1962-04-03
5,7,99,8,293,1919-05-04
88,45,28,92,304,1920-09-14
26,38,26,23,662,2015-01-04
85,70,40,12,823,2013-11-16
12,41,21,7,85,1924-11-13
73,29,27,28,696,1988-05-11
50,32,100,90,126,1967-09-29
29,95,17,9,679,1928-06-15
1,57,32,30,161,1907-01-01
61,28,44,72,212,1975-03-31
9,12,16,78,811,1907-07-09
4,16,32,64,700,1904-02-12
99,55,73,6,790,2013-10-31
45,40,58,7,400,1943-01-25
57,42,59,28,686,1990-02-18
79,89,85,26,463,1928-10-20
76,95,60,16,882,1949-12-21
89,33,79,99,289,1959-01-31
81,86,53,91,373,1937-12-04
80,20,28,65,129,1970-03-29
100,16,76,100,395,1965-05-26
41,52,25,1,13,1921-09-04
73,94,9,1,933,1988-04-03
33,38,70,67,489,1956-07-12
18,51,82,40,226,1901-09-29
34,47,96,24,720,1901-12-18
55,94,5,47,453,1936-08-20
46,36,52,61,722,1996-08-31
28,26,14,92,453,1904-05-07
20,14,14,15,660,1998-05-06
58,30,5,62,285,2009-12-09
91,14,26,58,456,1994-01-05
61,88,2,95,898,1978-01-28
77,81,26,5,205,1920-11-13
13,11,50,1,738,1965-04-10
48,100,75,92,788,1929-01-02
21,65,76,39,285,1950-02-12
46,13,76,95,323,1978-11-07
91,57,28,100,594,2011-02-18
33,37,12,54,376,1998-08-20
53,71,60,55,713,1987-05-15
69,27,53,5,396,2009-03-11
27,97,63,42,639,1971-11-02
45,92,19,41,847,1991-05-05
7,61,68,86,761,1946-07-22
63,52,74,71,691,1944-10-15
24,62,86,76,468,1948-01-29
3,37,63,84,356,2011-11-25
56,35,70,55,603,1978-03-13
41,12,13,76,818,1944-03-01
53,77,18,95,505,1926-02-18
66,1,10,81,962,1966-09-29
24,62,94,8,952,1996-01-11
38,48,73,73,577,1938-08-20
22,28,95,31,787,1986-10-11
34,82,43,47,579,2005-01-12
33,64,32,49,430,2006-01-14
71,10,26,34,106,1993-05-31
95,28,64,4,347,1947-06-03
54,1,11,50,459,2010-05-22
97,39,29,73,361,1985-09-29
76,1,98,5,13,1981-10-14
34,38,40,49,857,1986-01-14
98,46,84,3,979,1943-01-06
30,10,100,43,184,1908-10-04
4,98,4,34,670,2009-01-26
43,65,11,7,481,1910-03-07
49,33,27,4,615,1967-03-14
100,41,46,99,669,2014-10-14
13,81,57,100,424,2017-08-16
56,6,39,98,618,1974-03-09
93,56,8,59,79,1909-02-28
42,90,66,10,467,2016-07-01
73,85,50,15,976,1929-02-19
84,31,16,30,713,2000-01-24
83,79,22,100,474,1925-04-08
20,14,32,5,751,1906-09-26
7,88,41,7,523,1993-04-25
91,86,84,26,628,1928-11-10
50,89,82,28,513,1940-11-26
26,63,10,72,239,1962-11-14
15,66,17,13,207,1990-02-13
28,55,100,32,767,1990-04-04
39,63,19,25,503,1922-10-30
75,78,10,77,37,2002-12-18
80,5,90,47,53,2019-12-02
8,30,1,11,630,2005-03-22
54,97,8,97,56,1983-01-31
22,14,89,86,214,1985-07-07
61,9,34,80,83,2008-10-09
43,94,45,30,331,1959-09-19
69,79,27,67,174,1941-04-22
62,37,22,57,728,1956-01-06
10,81,42,56,419,1998-09-10
99,8,29,10,744,1995-08-17
72,63,98,7,737,1946-10-03
39,83,70,8,552,1979-04-03
65,63,28,58,400,1905-05-16
46,80,99,28,700,1920-03-01
60,83,9,53,909,1955-11-03
50,23,95,63,609,1957-06-15
44,26,3,13,847,1933-10-30
12,14,41,16,17,1928-04-01
44,39,68,79,954,2015-10-11
53,67,79,57,31,1924-09-25
74,84,22,29,630,2016-03-31
28,24,43,55,17,1937-02-23
42,70,1,39,398,1959-11-08
39,40,1,56,322,1975-10-21
88,88,11,28,371,1914-02-12
37,98,95,6,214,1950-11-02
98,50,14,93,556,2009-08-11
30,76,48,62,234,1946-10-19
83,37,51,1,894,2007-07-04
27,28,9,21,414,2005-09-07
39,96,84,99,716,1917-07-29
66,64,100,23,479,1979-06-05
84,79,49,98,115,1941-07-25
38,62,72,45,330,1904-11-30
71,43,64,66,102,1918-12-28
66,57,77,15,515,1964-06-29
71,11,40,25,210,1976-08-03
64,67,55,99,646,2008-03-12
87,71,30,51,920,2005-09-23
72,31,79,25,447,1973-10-09
78,25,29,100,172,1975-02-09
31,90,63,48,958,1987-01-23
12,70,65,28,265,1989-12-01
73,57,39,33,831,1908-04-01
14,21,89,66,813,1948-10-19
88,54,85,74,878,1927-11-01
72,69,28,20,916,2015-06-27
8,5,57,34,791,2008-02-03
37,80,82,81,503,1973-04-24
5,25,60,13,14,1988-10-02
47,18,5,7,919,1974-07-05
12,30,81,85,281,1944-10-18
31,82,41,16,405,1937-02-10
92,62,89,86,480,1990-12-03
98,18,8,37,930,1925-11-06
6,89,67,75,308,1937-07-11
2,17,14,60,307,1914-03-19
62,15,43,80,136,1933-04-24
66,58,4,97,469,1918-01-17
51,79,41,53,252,1915-02-12
87,39,82,87,413,2007-08-26
64,93,52,2,706,1939-04-25
30,73,99,79,974,1928-08-14
28,6,28,86,892,1929-12-22
91,28,60,61,868,1911-05-05
58,67,70,3,242,2018-03-21
95,55,70,9,763,1925-07-26
98,73,32,99,918,1971-09-27
15,87,76,68,453,2010-09-07
95,93,5,41,473,1975-02-13
63,15,36,47,485,1956-03-14
100,59,26,36,719,1928-04-11
84,11,73,12,805,1920-11-17
36,5,58,37,257,2002-12-02
43,88,14,72,189,1913-11-10
99,59,41,88,733,1955-03-29
28,95,76,77,771,1985-09-14
53,74,58,27,907,1903-01-11
29,51,38,32,303,1947-06-04
16,30,88,21,939,1977-07-23
39,59,34,82,739,1912-11-19
30,36,9,64,756,1913-08-28
40,10,97,52,599,1959-11-06
97,71,20,30,267,1947-02-11
74,80,48,58,614,1902-05-11
18,25,40,66,950,1960-10-14
57,4,56,59,657,1988-09-03
32,75,100,77,527,1913-09-05
7,43,61,75,773,1988-12-31
24,5,55,8,924,1920-01-07
70,89,47,51,110,1911-10-22
39,87,52,56,482,1938-09-09
44,54,19,79,977,2001-02-27
60,82,37,91,683,1915-12-11
26,51,73,19,134,1924-10-01
